09:59:59:915;POLAR ADVENTURE;80;84.12;246.5;1;0;303031000;0;0;13.2;1;-120.988068;33.841365;289.6;293;25;0;0;0;0;6;9
10:00:02:558;BAY BRIDGE;71;35.3;257;1;0;354120000;0;0;10.5;0;-120.282338;34.270803;104.4;100;26;0;0;0;0;3;
10:00:02:579;MSC CHANNE;74;705.9;146.8;1;0;255805864;0;0;17.5;0;-113.859580;25.519132;140.9;142;26;0;0;0;0;5;
10:00:02:586;24;0;338172203;1;;37;GARMIN;;0;0;0;0;0
10:00:02:586;CMA CGM TAGE;71;72.63;270.6;1;0;229988000;0;0;18.5;0;-120.960383;34.421000;102;99;9;0;0;0;0;4;10
10:00:06:478;RAINBOW STAR;;289.2;236.9;1;0;477185200;0;0;10.7;1;-123.631633;31.838383;322;323;32;0;0;0;0;0;21
10:00:06:497;BAY BRIDGE;71;35.28;257;1;0;354120000;0;0;10.5;0;-120.281770;34.270683;104.4;100;36;0;0;0;0;6;13
10:00:09:459;SM NINGBO;71;77.11;273.5;1;0;356957000;0;249;17;1;-121.035933;34.490550;125;123;35;0;0;0;0;1;48
10:00:12:830;24;0;338227155;1;;37;GARMIN;;13;4;1;5;0
10:00:12:830;GENER8 SPARTIATE;80;115.8;122;1;0;538002262;0;0;9.7;1;-118.072958;33.398645;341.1;342;41;0;0;0;0;4;15
10:00:12:850;ISLAND EXPLORER;60;26.57;111.2;1;0;367565750;0;0;0;1;-119.264658;34.244552;267.8;248;42;0;0;1;0;3;
10:00:12:864;SM NINGBO;71;77.08;273.5;1;0;356957000;0;0;17.1;1;-121.035467;34.490300;123;123;41;0;0;0;0;7;
10:00:15:518;STAR OSPREY;89;19.54;172.2;1;0;352797000;0;0;13.8;0;-119.647800;34.126867;106;106;41;0;0;0;0;6;15
10:00:18:381;CMA CGM TAGE;71;72.53;270.6;1;0;229988000;0;0;18.5;0;-120.958550;34.420667;102.2;100;27;0;0;0;0;4;17
10:00:21:820;ARISTOKLIS;80;74.66;131.6;1;0;538007127;0;251;12;0;-118.796997;33.617708;94.8;95;47;0;0;0;0;3;
10:00:24:536;SM NINGBO;71;77.05;273.5;1;0;356957000;0;0;17;1;-121.034883;34.490033;121;123;48;0;0;0;0;4;18
10:00:27:906;XANTHOS;80;120.4;123.6;1;0;636012425;0;0;10.6;1;-118.047283;33.319433;342;345;49;0;0;0;0;0;21
10:00:27:931;5;0;372747000;1;9381249;3EKK5;CYGNUS LEADER;79;19;180;10;22;1;405504;93;US NTD;0
10:00:27:940;BAY BRIDGE;71;35.22;257;1;0;354120000;0;0;10.5;0;-120.280625;34.270442;104.2;99;56;0;0;0;0;2;20
10:00:31:613;ISLAND ADVENTURE;60;26.55;111.2;1;0;366899260;0;128;0;0;-119.264950;34.244557;142.9;511;55;0;0;0;0;0;22
10:00:31:627;ALAN T;42;10.91;100;1;0;367104060;0;0;0;1;-119.499100;34.374840;102.9;70;56;0;0;0;0;2;21
10:00:31:641;POLAR ADVENTURE;80;84.21;246.5;1;0;303031000;0;0;13.2;1;-120.990333;33.842073;290.5;293;57;0;0;0;0;2;21
10:00:34:518;SIMONE T BRUSCO;31;3876;79.34;3;0;367593050;15;128;102.3;0;181.000000;91.000000;360;511;63;0;0;0;0;749;0
10:00:34:531;MAHIMAHI;70;89.39;161;1;0;366563000;0;0;12.9;1;-119.257005;33.164253;55.7;54;57;0;0;0;0;3;
10:00:37:499;NAEBA GALAXY;82;44.63;127.6;1;0;563054800;0;0;11.5;1;-119.114695;33.967783;120.3;120;58;0;0;0;0;4;22
10:00:40:646;ISLAND EXPLORER;60;26.57;111.2;1;0;367565750;0;0;0;1;-119.264647;34.244565;266.2;248;2;0;0;1;0;0;22
10:00:40:659;NYK DENEB;72;97.4;116.7;1;0;636018189;0;0;7.9;0;-118.232138;33.675832;338.6;338;4;0;0;0;0;0;22
10:00:43:937;CMA CGM TAGE;71;72.42;270.6;1;0;229988000;0;0;18.5;0;-120.956717;34.420317;102.7;100;45;0;0;0;0;5;
