02:00:02:032;ACE HIGH;0;24.63;267.5;18;0;367394750;0;0.5;1;-120.117613;34.389397;136.6;511;0;0;1;1;1;0;1;0;0;1
02:00:02:065;CABO FROWARD;81;98.54;194.3;1;0;355321000;0;5;13.4;1;-120.041783;33.012667;333;332;0;0;0;0;0;6;
02:00:04:499;ALAN T;42;10.92;100.1;1;0;367104060;0;129;0.1;1;-119.498935;34.374678;303.7;71;0;0;0;0;0;0;22
02:00:04:512;ASTERION;89;95.92;114.1;1;0;226000000;0;0;0;1;-118.211143;33.748543;136.8;56;5;0;0;0;0;5;1
02:00:04:514;PING AN CHENG;70;871.6;155.2;1;0;414274000;0;0;11.4;1;-114.280205;22.713442;304.3;308;48;0;0;0;0;2;
02:00:04:531;KERALA;80;161.1;273.7;1;0;636013350;0;5;13.6;0;-122.506475;34.590658;170.1;169;60;0;0;0;1;2;
02:00:04:559;ISLAND EXPLORER;60;26.58;111.2;1;0;367565750;0;0;0;1;-119.264418;34.244640;284.1;249;3;0;0;1;0;5;
02:00:04:571;SHOHAKU;70;99.84;113.5;3;0;432940000;1;0;0;1;-118.141305;33.736425;148.7;241;3;0;0;0;0;5301;5
02:00:04:590;OOCL GENOA;70;103.4;247.5;1;0;477454900;0;3;14.1;1;-121.303090;33.739188;270.9;274;25;0;0;0;0;0;22
02:00:04:609;EVER LIVELY;74;160.5;269.9;1;0;563982000;0;251;15.6;1;-122.502055;34.405260;88;86;3;0;0;0;0;7;
02:00:04:634;SIMONE T BRUSCO;31;32.93;118.3;1;0;367593050;15;0;0;1;-119.202907;34.147757;187.5;269;6;0;0;1;0;2;2
02:00:04:648;BORACAY ISLAND;70;131.8;277.8;1;0;374590000;0;0;13.4;0;-121.970560;34.722542;290.2;293;6;0;0;0;0;5;
02:00:04:666;DURANGO;52;94.83;113.6;1;0;367014480;0;128;0.1;0;-118.220423;33.767202;189.1;511;5;0;0;0;0;2;2
02:00:04:678;LEICESTER;80;148.3;135.7;1;0;538007181;0;1;12.4;1;-118.061085;32.742152;57.8;54;4;0;0;0;0;4;2
02:00:04:704;XANTHOS;80;123.4;288.5;1;0;636012425;0;0;12.8;1;-121.699633;35.082317;148;148;5;0;0;0;0;0;22
02:00:04:735;GIANNIS;80;836.8;149.5;1;0;636014501;0;0;12.2;1;-113.335655;23.635872;321.7;321;4;0;0;0;0;0;22
02:00:04:766;MOL MOTIVATOR;71;441.1;147.4;1;0;538004117;0;0;19.9;1;-116.102592;28.799333;341;340;8;0;0;0;0;5;
02:00:04:790;MSC CHANNE;74;63.68;269.1;1;0;255805864;0;4;19.1;0;-120.802993;34.389675;104.8;102;8;0;0;0;0;2;2
02:00:07:476;CAPE DOVER;70;832.9;154.2;1;0;371803000;0;0;9.1;0;-114.325233;23.298800;129;126;5;0;0;0;0;4;2
02:00:07:495;MSC CAPELLA;74;306.5;234.5;1;0;373031000;0;248;17.7;1;-123.718200;31.536063;309.5;310;8;0;0;0;0;0;22
02:00:07:517;FLYNFISH;0;0.3759;262.5;18;0;338163122;0;0;1;-119.692697;34.407068;25.4;511;8;0;1;0;1;1;1;0;1;1
02:00:07:557;ALEXANDRA;71;858.1;148.2;1;0;538004912;0;3;16.7;1;-112.916755;23.482402;322.3;322;9;0;0;0;0;1;7
02:00:07:583;OVERSEAS SAMAR;89;617.3;148.3;1;0;538004375;0;11;11.5;0;-114.808033;26.520800;320;319;8;0;0;0;0;3;
02:00:07:608;HYUNDAI TOKYO;72;233.6;271.3;1;0;212347000;0;7;18.5;1;-123.784682;34.502192;92.1;90;8;0;0;0;0;3;
02:00:07:609;RICKMERS DALIAN;79;27.41;248.3;1;0;538090156;0;0;10.8;0;-120.118833;34.235667;106;108;9;1;0;0;1;2;3
02:00:11:339;EVER LIVELY;74;160.5;269.9;1;0;563982000;0;7;15.6;1;-122.501532;34.405270;88.1;86;9;0;0;0;0;5;
02:00:11:365;PING AN CHENG;70;871.6;155.2;3;0;414274000;0;0;11.4;1;-114.280727;22.713773;304.4;308;59;0;0;0;0;4741;6
02:00:11:382;CAPT.T.LE;42;23.96;127.1;1;0;367104030;15;128;16.5;0;-119.376703;34.173550;105.4;511;13;0;0;0;0;1;7
02:00:13:645;MOL MOTIVATOR;71;441;147.4;1;0;538004117;0;0;19.9;1;-116.102828;28.799947;341.1;340;15;0;0;0;0;6;5
02:00:13:665;MATTHEW;0;10.86;99.27;18;0;366952950;0;0.3;1;-119.499387;34.377420;263.6;248;14;0;1;1;1;0;1;0;0;1
02:00:13:699;ALEXANDRA;71;858;148.2;1;0;538004912;0;3;16.6;1;-112.917057;23.482772;323;322;15;0;0;0;0;1;7
02:00:13:720;INDEPENDENCE;99;32.38;118.1;3;0;338955000;5;0;0;0;-119.209990;34.153315;132.6;155;13;0;0;1;0;5247;5
02:00:13:729;HALIFAX EXPRESS;70;586.4;147;1;0;477133700;0;0;19;1;-114.870787;26.995328;141.4;143;24;0;0;0;0;7;
02:00:13:747;EAGLEBAY;80;125.9;261.4;3;0;338500000;0;0;13.3;1;-121.855692;34.081562;304.8;307;13;0;0;0;0;0;0
02:00:13:755;ISLAND ADVENTURE;60;26.55;111.2;1;0;366899260;0;128;0;0;-119.264925;34.244558;0;511;15;0;0;0;0;0;22
02:00:13:766;HYUNDAI TOKYO;72;233.5;271.3;1;0;212347000;0;251;18.5;1;-123.784167;34.502170;93.4;90;13;0;0;0;0;3;
02:00:13:768;CSL TECUMSEH;70;132.8;127;1;0;311056900;0;249;10;1;-117.974038;33.116225;151;149;16;0;0;0;0;2;5
02:00:13:774;OOCL GENOA;70;103.5;247.5;1;0;477454900;0;7;14.2;1;-121.304093;33.739243;271.4;275;38;0;0;0;0;0;22
02:00:13:794;SIMONE T BRUSCO;31;32.93;118.3;1;0;367593050;15;0;0;1;-119.202902;34.147760;0;269;15;0;0;1;0;3;
02:00:13:807;MARJORIE C.;79;193.5;135.8;1;0;367641230;0;12;16.9;1;-117.570333;32.235333;36;33;15;0;0;0;0;1;7
02:00:13:824;BORACAY ISLAND;70;131.8;277.8;1;0;374590000;0;0;13.5;0;-121.971208;34.722725;289.4;293;16;0;0;0;0;4;5
02:00:13:841;NRC PATRIOT II;53;31.19;117.3;3;0;367539660;5;128;0;0;-119.223092;34.168392;344.1;511;15;0;0;0;0;0;0
02:00:13:855;BESS;70;797;150.9;1;0;372995000;0;249;17.6;0;-113.904617;24.028283;129;127;16;0;0;0;0;3;
02:00:13:871;SHANTI;0;0.2393;187.6;18;0;338071811;0;5.2;1;-119.686645;34.404480;32.8;511;16;0;1;0;1;1;1;0;1;1
