mmsi,name,operator,com_score_reported,compliance score (calculated speed),total distance (km),average speed (knots),average speed calculated (knots),total distance (nautcal miles),distance (nautcal miles) over 10 knots,distance (nautcal miles) 0-10 knots,distance (nautcal miles) 10-12 knots,distance (nautcal miles) 12-15 knots,distance (nautcal miles) over 15 knots,number_of_distinct_trips,gt,ship_type,ship_type_ihs,noaa compliance score (reported speed),noaa compliance score (calculated speed),grade,noaa_grade
248071000,CRYSTAL AMARANTO,NA,81.06185109194148,46.514046497354755,73.9186093,9.667948717948718,9.73572064102564,39.9128705218001,10.5907367383961,32.354111668901,7.5587588528991,0,0,2,NA,82,NA,81.06185109194148,46.514046497354755,B,A
356110000,NEW BOUNDARY,Hsin Chien Marine Co Ltd-CHT,83.67213701616363,59.483233694427284,73.5827696,9.417857142857143,9.429272976190477,39.731531524907204,6.487310028766601,33.244221496140604,5.304401930801601,1.182908097965,0,1,31878,70,Bulk Carrier,83.67213701616363,59.483233694427284,B,A
636013693,YM UNIFORM,Yang Ming Marine Transport,89.29727983745576,50.73610628801409,73.5531891,9.730188679245282,9.699969198113207,39.7155593268687,7.9819816851379,35.4649141511247,4.250645175744,0,0,1,90507,70,Container Ship (Fully Cellular),89.29727983745576,50.73610628801409,B,A
477167500,UNISON POWER,Unison Marine Corp,82.16023521861467,58.21316428748137,73.3521538,9.35514403292181,9.37398061728395,39.6070089093866,7.425152108801901,32.5412116830097,4.4867725295129,2.5790246968640003,0,2,24735,70,Bulk Carrier,82.16023521861467,58.21316428748137,B,A
308445000,AMADEA,Phoenix Reisen GmbH,88.11034461988211,46.980413419306835,73.2739993,9.907239819004525,9.98935438914027,39.5648088400301,16.3360711191139,34.8606894171481,4.704119422882,0,0,1,29008,60,Passenger/Cruise,88.11034461988211,46.980413419306835,B,A
538004682,ZAO GALAXY,MOL Chemical Tankers Pte Ltd,82.24157123043834,59.40557925663501,73.2109646,9.198828125,9.23000390625,39.5307728125222,7.278498869675,32.5107286805532,5.233908492615001,1.786135639354,0,1,16408,82,Chemical/Products Tanker,82.24157123043834,59.40557925663501,B,A
367647270,JOHN HENRY,So Cal Ship Services,85.79043820935996,59.635375203774345,72.1283749,9.83125,10.10644296875,38.9462209258793,16.241087985188,33.4121335982973,5.534087327582,0,0,5,208,38,Utility Vessel,85.79043820935996,59.635375203774345,B,A
367369720,ALTA JUNE,Foss Maritime Co,82.4284296691545,77.59115812969353,58.98974198,7.808333333333334,7.759549360416666,31.85192411029486,9.895351334088,26.25504086352686,5.596883246768,0,0,6,144,31,Tug,82.4284296691545,77.59115812969353,B,A
368008830,ESCAPE,Hornblower Cruises & Events,89.11066021848076,66.98608649717013,55.6186612,9.297814207650273,9.93691,30.0316854455684,11.322108872866,26.7614331752834,3.2702522702850003,0,0,1,1357,60,Passenger Ship,89.11066021848076,66.98608649717013,B,A
538002089,NEW CONQUEST,Penfield Marine LLC,89.52861172121183,83.76921718380228,22.2546136,9.14074074074074,9.197827777777778,12.0165343956152,1.769046540261,10.7582364213962,1.258297974219,0,0,2,41994,80,Crude/Oil Products Tanker,89.52861172121183,83.76921718380228,B,A
338145691,NOT NAMED,NA,87.15923017064709,0,19.823718,21.675,169.7695,10.703955300126,1.374470262726,9.3294850374,0,0,1.374470262726,3,NA,0,NA,0,0,B,F
538071225,NOT NAMED,Liocensa Investments Ltd,84.71427589492428,4.566343560338918,15.6745718,9.7,60.94445666666666,8.463594765412601,1.2937217452126,7.169873020200001,1.2937217452126,0,0,1,1790,0,Yacht,84.71427589492428,0,B,A
369960004,NOT NAMED,NA,77.82151434529901,2.256907426463366,3085.26851361,7.688600288600289,157.74254066450217,1665.9123308033147,381.7741993329286,1296.4382034962068,80.1826675774091,31.534026597172,257.7574331325268,9,NA,0,NA,77.82151434529901,0,C,A
477189300,COSCO TAICANG,COSCO Shipping Lines Co Ltd,73.10991568451016,46.05851002532038,2349.1924956,10.114369354299097,10.337330762462361,1268.4629323466893,383.78869380270544,927.3721803279296,225.43185181958322,94.0536921189008,21.605208080275602,20,115933,71,Container Ship (Fully Cellular),73.10991568451016,46.05851002532038,C,B
477117400,CSCL WINTER,COSCO Shipping Lines Co Ltd,79.90377607402378,56.7118556540069,1927.3497326,9.862813522355507,9.944898453471465,1040.6859795654982,273.4060218739674,831.5473947457765,105.21618554489791,100.93900348044481,2.983395794379,14,116603,71,Container Ship (Fully Cellular),79.90377607402378,56.7118556540069,C,A
369042000,AMERICAN FREEDOM,Crowley Petroleum Services Inc,78.79226083793515,40.80388060111357,1890.8100331,8.845926310326933,13.708770535028542,1020.9561130425767,369.5360716601092,804.4344036293511,216.0444160429466,0.47729337027900004,0,7,29801,80,Chemical/Products Tanker,78.79226083793515,0,C,A
310764000,KOBE EXPRESS,Hapag-Lloyd AG,71.21608010931575,47.95962409048754,1873.6066757,10.125937435259996,10.253633517505698,1011.667039790945,348.5979015656159,720.4696094970627,197.32655368429081,5.67488867473,88.1959879348614,17,53523,79,Container Ship (Fully Cellular),71.21608010931575,47.95962409048754,C,B
367008010,NOT NAMED,NA,76.00196803448169,0,1781.6761,6.244827586206896,827.1713034482758,962.0284819277,230.8679026104,731.1605793173001,71.4941404947,87.28442701990001,72.08933509580001,16,NA,0,NA,76.00196803448169,0,C,A
477829700,OOCL SOUTHAMPTON,Orient Overseas Container Line,75.03974084412559,57.9860333975911,1726.41685172,9.028162124388539,9.188884653668763,932.1908640041761,257.2998862597163,699.5136085213489,146.6936308802635,85.98362460256361,0,13,89010,70,Container Ship (Fully Cellular),75.03974084412559,57.9860333975911,C,A
477441800,CSCL BOHAI SEA,COSCO Shipping Lines Co Ltd,70.99050114471702,45.39151997763558,1685.7360306,10.422486288848264,10.510153300020313,910.2249698746842,343.6189462975533,646.1732676583878,98.4601232044826,93.98712303419451,71.60445597761941,16,116603,71,Container Ship (Fully Cellular),70.99050114471702,45.39151997763558,C,B
636013656,NOT NAMED,Navios Shipmanagement Inc,75.59482155701443,0.8445001307020664,1528.0584728000001,9.761224489795918,253.60425193877552,825.0858687976696,202.121781455671,623.7221902097406,26.820674989504003,2.558545747725,171.9844578507,2,40485,0,Bulk Carrier,75.59482155701443,0,C,A
369970637,NOT NAMED,NA,76.9220111122553,0.017279639160119143,1432.63987,18.966666666666665,138.94865849726776,773.56392628559,178.52299694779,595.0409293378,0,0,178.52299694779,2,NA,0,NA,0,0,C,F
563040900,MAERSK ESSEN,NA,70.87910722232112,50.03903681174783,1380.465965,9.793145261073992,9.830454701806483,745.392261063505,302.5920603054569,528.3273799460856,211.4377548790815,5.6271262383380005,0,10,NA,71,NA,70.87910722232112,50.03903681174783,C,B
255805864,MSC CHANNE,MSC Mediterranean Shipping Co,75.46925987083254,57.477995248161285,1249.2069191,10.633426028921024,10.694847308120133,674.5180204164787,184.6472371359759,509.05375770370773,15.926059252807,14.006768597382,135.53143486258202,13,95403,74,Container Ship (Fully Cellular),75.46925987083254,57.477995248161285,C,A
255805929,MSC MICHELA,MSC Mediterranean Shipping Co,73.69468058548524,47.67358639075999,1241.1404247,9.88221031857908,10.051484930927545,670.162460299738,194.7161371293479,493.8740845217212,46.0031787861877,130.285196991829,0,10,94469,70,Container Ship (Fully Cellular),73.69468058548524,47.67358639075999,C,B
565819000,MAERSK ALGOL,Maersk A/S,72.53385320515524,48.643374033835116,1212.1741298,9.848877223680374,9.984604558180228,654.5219066044186,209.4907783604471,474.7499589320323,163.0191806672539,14.2592948232108,2.4934721819216,8,109534,71,Container Ship (Fully Cellular),72.53385320515524,48.643374033835116,C,B
352684000,MSC LETIZIA,MSC Mediterranean Shipping Co,75.23948342131929,45.10134046353756,1186.0194369,10.226548406494288,10.460160598316296,640.3994970902133,178.0119232736383,481.83327344340324,35.2925729436841,88.85893839215801,34.414712310968,10,95497,71,Container Ship (Fully Cellular),75.23948342131929,45.10134046353756,C,A
374335000,MSC JULIE,MSC Mediterranean Shipping Co,73.42327024786105,51.9548936730325,1181.0474845,9.939717514124293,10.021314524293786,637.7148565881665,198.33406997975231,468.2311025634891,162.0161141574294,7.467639867248001,0,13,95403,70,Container Ship (Fully Cellular),73.42327024786105,51.9548936730325,C,B
374128000,MSC SILVIA,MSC Mediterranean Shipping Co,78.67694485264154,58.80566802187116,1178.5252407,9.806439393939394,9.770206812770562,636.35295339265,139.58023385254302,500.6630622088909,115.338389175383,19.535706895012,0.815795113364,10,95514,71,Container Ship (Fully Cellular),78.67694485264154,58.80566802187116,C,A
367688000,ALASKAN NAVIGATOR,Alaska Tanker Co LLC,76.18323728840764,52.35325353638138,1119.8347115,10.054335585585585,10.80355769144144,604.6625913174055,184.51979481096922,460.6515367375735,111.288778630051,6.568432736481,26.1538432133,5,110693,80,Crude Oil Tanker,76.18323728840764,52.35325353638138,C,A
636015019,EXPRESS ROME,Hapag-Lloyd AG,76.72012696622913,51.84356680461406,1108.754044,10.358330308529945,10.594496652994556,598.679507336108,142.3036061721439,459.3076781490571,45.320835611249,2.024164883664,92.0268286921379,7,113973,71,Container Ship (Fully Cellular),76.72012696622913,51.84356680461406,C,A
255805897,MSC SASHA,MSC Mediterranean Shipping Co,78.57401554729174,47.30802113051669,1090.3909233,10.06782693558881,10.155226434612882,588.7642117722982,148.0404936275408,462.6156832948552,78.83575450613941,11.007390075803,36.305383895500505,11,94469,70,Container Ship (Fully Cellular),78.57401554729174,47.30802113051669,C,A
311000421,CSL FRONTIER,CSL Americas,75.25950356048531,50.63767695306402,1082.7264835,9.959888304862023,9.967798830486203,584.6257438512096,183.9591365615333,439.9864325092148,137.5638411639327,7.075470178062,0,10,32881,70,"Bulk Carrier, Self-discharging",75.25950356048531,50.63767695306402,C,A
367007880,JOSEPH SAUSE,Sause Bros Inc,73.10057276781173,57.49045709460015,1007.8674258,8.944703254626676,9.059643637523932,544.2050716326906,162.0011177156856,397.817024394977,34.9558220111716,111.432225226542,0,9,358,32,Tug,73.10057276781173,57.49045709460015,C,B
211335760,ROTTERDAM EXPRESS,Hapag-Lloyd AG,76.29849752321815,50.21618397925495,931.978728,10.238542121344391,10.719970239196858,503.228438034696,131.6038614027082,383.9557373300319,43.592881364563304,31.9123436355273,43.7674757045735,6,54465,79,Container Ship (Fully Cellular),76.29849752321815,50.21618397925495,C,A
367765170,EARL W REDD,Olympic Tug & Barge Inc,77.37629511659928,70.79422854157787,860.4091231,7.522846079380446,7.595101267828332,464.5839288817067,113.4582809856243,359.4778318758011,105.10609700590561,0,0,10,492,90,Tug,77.37629511659928,70.79422854157787,C,A
477133700,HALIFAX EXPRESS,Hapag-Lloyd AG,72.23043296280566,57.00802373853941,835.4688238,10.203198948290973,10.272313803680982,451.1172396925766,146.2663227333627,325.8439353998059,20.4579807188405,1.446791563349,103.3685320105812,5,54437,70,Container Ship (Fully Cellular),72.23043296280566,57.00802373853941,C,B
370341000,MSC VALERIA,MSC Mediterranean Shipping Co,73.63804452366355,49.18467085542772,822.4538206,9.734548825710753,9.987289191594561,444.0896976097142,123.9124799313401,327.01896925084424,24.5702504662461,89.7300789360349,2.770398956589,4,153115,71,Container Ship (Fully Cellular),73.63804452366355,49.18467085542772,C,B
370157000,ARTEMIS LEADER,NYK Line,71.08251824851378,53.73865600287001,800.8371759,9.699005469915464,9.891133688712083,432.4176389874363,135.8285766014111,307.37334714303694,60.7010185854435,19.319604224558002,45.023669034397905,6,62571,70,Vehicles Carrier,71.08251824851378,53.73865600287001,C,B
338776000,HORIZON,NA,74.65324045566382,66.41050381830568,677.788277825,4.045092207019631,3.986936283491969,365.9765251295535,128.52975061850552,273.21333531624856,92.763189813305,0,0,11,NA,34,NA,74.65324045566382,66.41050381830568,C,B
311000112,POLARIS VOYAGER,Chevron Shipping Co LLC,71.54759238677217,55.44255476888361,643.38032334,9.349534450651769,9.554023576598386,347.3977092496964,135.540037997463,248.5546969749567,93.4840060044077,5.359006270332,0,5,85147,89,Crude Oil Tanker,71.54759238677217,55.44255476888361,C,B
228315600,CMA CGM C. COLOMB,CMA CGM SA The French Line,74.94981948000253,51.016640728275156,560.4486562,9.748375229920294,10.010348442673207,302.6181750557834,128.2358136324628,226.81177591798772,75.80639913779571,0,0,3,153022,71,Container Ship (Fully Cellular),74.94981948000253,51.016640728275156,C,B
220595000,GUNHILDE MAERSK,Maersk A/S,73.57232145379184,59.1797661250523,556.9749872,9.748835820895522,9.971428143283582,300.7425431635504,89.095596145688,221.26327060459602,72.2891685918655,1.3714184257620001,5.8186855413269,4,99002,79,Container Ship (Fully Cellular),73.57232145379184,59.1797661250523,C,B
477219900,COSCO NETHERLANDS,COSCO Shipping Lines Co Ltd,71.38293732232869,61.00039825660066,554.6255847,9.643280977312392,9.946961230366492,299.4739668378579,114.02164593150981,213.7733140445595,69.0965430776984,16.6041097156,0,2,153666,71,Container Ship (Fully Cellular),71.38293732232869,61.00039825660066,C,B
477464400,COSCO ISTANBUL,COSCO Shipping Lines Co Ltd,79.05386878574292,58.758822091892696,528.9001953,10.004972972972974,10.255382821621621,285.5833627536021,73.1286259168663,225.7646968651448,47.5324076365633,11.077901440562,1.208356811332,2,40465,74,Container Ship (Fully Cellular),79.05386878574292,58.758822091892696,C,A
367169120,TORONADO,NA,78.78026019559785,76.73593595670285,528.6456617,9.333088235294118,9.573290460784314,285.44592555454693,88.5405872503603,224.8750428696046,60.570882684942305,0,0,19,NA,30,NA,78.78026019559785,76.73593595670285,C,A
266339000,CARMEN,Wallenius Wilhelmsen Logistics,71.63559641337956,50.97760936791934,477.1449623,9.662183908045977,9.80312576091954,257.6377624086211,86.0950393299436,184.56034768750152,73.07741472111961,0,0,4,74258,70,Vehicles Carrier,71.63559641337956,50.97760936791934,C,B
477257100,CSCL SPRING,COSCO Shipping Lines Co Ltd,78.16086352140663,45.26783722858407,445.6055554,10.02556943423953,10.078110271858927,240.6078388771178,52.7142823629378,188.06116456655002,12.8255746469092,39.7210996636586,0,5,116603,71,Container Ship (Fully Cellular),78.16086352140663,45.26783722858407,C,A
367766860,SEANA C,NA,78.97897953664884,67.28954143491191,389.65221,8.83131313131313,9.05618467789001,210.39543835497,54.034579603785005,166.1681702044144,44.2272681505556,0,0,5,NA,52,NA,78.97897953664884,67.28954143491191,C,A
371563000,CETUS LEADER,Mitsui OSK Lines Ltd,73.38086357196609,49.029505276153394,368.6787998,9.89356884057971,10.036180769927537,199.0706987036086,73.4468332681149,146.0797978274547,44.223166043230904,8.767734832923,0,2,63116,70,Vehicles Carrier,73.38086357196609,49.029505276153394,C,B
374042000,ETERNAL TRIUMPH,NA,79.08100454247545,63.56777318235609,368.1069751,9.380268681780016,9.390993282955499,198.7619379540707,49.731558707032406,157.18293718217092,41.5790007718998,0,0,3,NA,70,NA,79.08100454247545,63.56777318235609,C,A
356315000,ANCASH QUEEN,Nitta Kisen Kaisha Ltd,70.3126358803637,49.49486555249011,368.019051,9.71009918845807,9.797636825969342,198.714462720807,80.6491677472151,139.7213766145021,58.9930861063049,0,0,3,30657,70,Bulk Carrier,70.3126358803637,49.49486555249011,C,B
413148000,XIN RI ZHAO,COSCO Shipping Lines Co Ltd,77.10128227447824,63.84590058342939,367.7212157,9.814045416316231,9.798147552565181,198.55364446572491,64.2313009719777,153.08740588578252,44.9289716457164,0.5372669342259999,0,3,41482,71,Container Ship (Fully Cellular),77.10128227447824,63.84590058342939,C,A
538006808,LINUS P,Alterna Capital Partners LLC,75.86759899171109,50.03564186647792,348.3653138,10.020883164673412,10.081185013799448,188.10228974350662,55.5628162291774,142.7086908768301,41.4351454819555,3.9584533847210004,0,4,17858,82,Chemical/Products Tanker,75.86759899171109,50.03564186647792,C,A
636091912,ANL WARRAGUL,NA,77.79648784526762,72.12519934595039,330.9760613,8.833699324324325,8.893896241554055,178.71284113136412,39.68052740267,139.0323137286941,37.254048117704,2.426479284966,0,3,NA,70,NA,77.79648784526762,72.12519934595039,C,A
248442000,ND ARMONIA,Neptune Dry Management Co,72.47611147922152,63.40260750701976,317.895278256,8.858793969849247,9.217853045343384,171.649780761275,47.244694302894004,124.40508645838099,41.183853543833,6.0608407590610005,0,2,31763,70,Bulk Carrier,72.47611147922152,63.40260750701976,C,B
257394000,CYGNUS,Seven Seas Carriers AS,79.73768466081064,52.76620795654794,317.0884488,9.764218009478673,9.99310056872038,171.2141275487016,60.1837435051468,136.5221811195418,34.6919464291598,0,0,2,29105,79,Bulk Carrier,79.73768466081064,52.76620795654794,C,A
432790000,ASTERIA LEADER,NYK Line,79.57517156684119,51.20875687999492,306.5910326,9.580359281437126,9.562540143712575,165.5459741895982,42.8519880063253,131.7334929833714,25.758475412798703,6.3213262210483006,1.7326795723798,3,63084,70,Vehicles Carrier,79.57517156684119,51.20875687999492,C,A
255806268,JENS OLDENDORFF,Oldendorff Carriers GmbH & Co,73.55515440915396,53.87723962034505,302.17831685,9.420769230769231,9.809078489871794,163.16329743137547,59.8297473179769,120.01501536471535,29.7687383196181,13.379543747042,0,4,34508,70,Bulk Carrier,73.55515440915396,53.87723962034505,C,B
353082000,MSC ABIDJAN,MSC Mediterranean Shipping Co,79.25705142300865,51.399619344354086,290.2095928,9.945857418111753,10.101657514450867,156.70070109950962,50.3869101334852,124.19635525065341,21.418828908761903,11.0855169400943,0,3,95390,71,Container Ship (Fully Cellular),79.25705142300865,51.399619344354086,C,A
355920000,MAERSK MUROTSU,Handytankers K/S,76.54852631488876,59.08260161329682,287.962998005,9.06008492569002,9.342893293312102,155.4876365137858,56.962678239806905,119.0234943531539,36.4641421606319,0,0,2,28465,80,Products Tanker,76.54852631488876,59.08260161329682,C,A
258775000,SPAR INDUS,Spar Shipping AS,78.3629788175895,53.675554839171035,287.5203272,9.577005347593582,9.736473404634582,155.2486133139304,61.5246007426787,121.6574379657967,29.4904125163637,4.10076283177,0,2,36313,70,Bulk Carrier,78.3629788175895,53.675554839171035,C,A
374217000,IRIS LEADER,NYK Line,77.86957846128524,47.935680643301495,279.442969,9.686993865030676,9.651668723926381,150.887187212333,39.548619147312,117.495216634334,12.247924004679,21.14404657332,0,3,70826,70,Vehicles Carrier,77.86957846128524,47.935680643301495,C,A
209430000,MYKONOS WAVE,NA,73.82922633158813,66.27458938186963,273.3893652,9.290366972477065,9.639888917431193,147.61850146529642,49.483420819734,108.9855975541124,35.255445878334,3.3774580328500003,0,2,NA,70,NA,73.82922633158813,66.27458938186963,C,B
538008215,OLYMPIC LIFE,Olympic Shipping & Management,72.73175588981039,45.81719490544218,267.8141904,9.94,10.113588859060403,144.6081468058128,58.1926578451867,105.1760443315824,35.4327937830614,3.999308691169,0,2,160874,80,Crude Oil Tanker,72.73175588981039,45.81719490544218,C,B
477700500,ASTORIA BAY,Pacific Basin Shipping HK Ltd,79.88805243815794,56.47280524692757,267.6281958,9.478706624605678,9.875872476340694,144.5077177195806,37.9604608478403,115.44440130900381,29.0633164105768,0,0,1,26479,70,Bulk Carrier,79.88805243815794,56.47280524692757,C,A
367371840,SEVERN,Vane Line Bunkering Inc,76.54717971014679,54.3965644472341,255.9443967,9.827377521613833,10.129670187319885,138.1989686089419,49.462633771130804,105.7874128586561,32.4115557502858,0,0,2,327,31,Pusher Tug,76.54717971014679,54.3965644472341,C,A
367353110,PELICAN STATE,Crowley Petroleum Services Inc,72.02278108534547,45.52040779911494,242.5859311,9.701851851851853,9.925841033333333,130.9859715989627,55.4817536726728,94.3397395772337,30.804333027028,5.841898994701,0,3,29527,80,Chemical/Products Tanker,72.02278108534547,45.52040779911494,C,B
367593050,SIMONE T BRUSCO,Brusco Tug & Barge Inc,73.5144507185407,68.70460632986901,194.60028732,4.708734602463606,6.031311440537514,105.07578734044525,28.156769968283,77.24588790151024,4.311111180475,1.76257083596,21.7562174225,44,169,31,Tug,73.5144507185407,68.70460632986901,C,B
564875000,NOT NAMED,TORM A/S,72.74502579813044,1.1424238089658236,191.616017,9.524137931034483,220.19623620689654,103.46440969126901,29.007783776972,75.26521152179701,3.508854408972,0,24.690343760500003,2,30068,0,Chemical/Products Tanker,72.74502579813044,0,C,B
477214900,PTI HERCULES,CPTA,72.93493720527833,50.822125874198406,185.3031145,9.68794964028777,9.869002643884892,100.0557137960765,28.065292775158103,72.9755720274614,27.0801417686151,0,0,2,30068,80,Chemical/Products Tanker,72.93493720527833,50.822125874198406,C,B
636015248,FPMC 27,Formosa Plastics Marine Corp,70.89442522456633,42.876478635582906,183.5594944,10.007454545454545,10.034619727272727,99.1142339177408,40.1050143822372,70.2664664517145,18.670158523797,10.1776089422293,0,1,29744,82,Chemical/Products Tanker,70.89442522456633,42.876478635582906,C,B
477214800,BELL BAY,Pacific Basin Shipping HK Ltd,72.39723716677202,50.67426343684471,183.4967362,9.690608695652173,9.714262539130434,99.08034718834341,41.3394401015464,71.7314339396061,27.3489132487373,0,0,1,19796,70,Bulk Carrier,72.39723716677202,50.67426343684471,C,B
566798000,DRACO OCEAN,Diamond Bulk Carriers Pte Ltd,71.93419937287396,50.03124136469954,183.2832866,9.787058823529412,9.812244274509803,98.9650935826762,37.5414854253549,71.1897477273136,27.775345855362602,0,0,2,33188,70,Bulk Carrier,71.93419937287396,50.03124136469954,C,B
372638000,SHIKOKU ISLAND,Oldendorff Carriers GmbH & Co,71.52472633008507,73.35982953143446,183.2469693,8.93639097744361,8.935163939849623,98.9454838023201,32.011251932869,70.7704865055881,28.174997296732002,0,0,1,21168,70,Bulk Carrier,71.52472633008507,73.35982953143446,C,B
636018092,STRIMON,Pleiades Shipping Agents SA,76.54268999441828,44.88166405157223,183.0412549,9.953114186851211,9.990919878892733,98.83440687203931,57.9158179496006,75.6505136598871,23.1838932121522,0,0,2,29878,80,Chemical/Products Tanker,76.54268999441828,44.88166405157223,C,A
538090091,RICKMERS HAMBURG,NA,71.10509013726805,57.29627765310582,183.019858,9.848837209302326,9.843698837209303,98.822853466106,41.462475675489,70.268079033295,28.554774432811,0,0,2,NA,70,NA,71.10509013726805,57.29627765310582,C,B
538007748,CELSIUS MACAU,Womar Stainless Pool,77.44391975316677,67.3001116421168,182.9643739,9.362101910828025,9.405410493630573,98.7928944379223,26.310977719741,76.5090898903353,22.283804547587,0,0,1,12105,80,Chemical/Products Tanker,77.44391975316677,67.3001116421168,C,A
636015819,GALAXY ACE,Mitsui OSK Lines Ltd,77.69413922944125,48.17215390675774,180.493621,10.074528301886792,10.041096075471698,97.458794114297,22.573185754433602,75.7197711904964,1.7311059216990001,3.403332232333,16.6045847697686,3,59583,70,Vehicles Carrier,77.69413922944125,48.17215390675774,C,A
369080000,HUDSON,Vane Line Bunkering Inc,73.12214899515564,49.89209334637683,180.0791179,9.624900398406375,9.541974960159363,97.23498026393031,32.423759318442805,71.1003071440013,26.053942528988003,0.080730590941,0,1,332,31,Tug,73.12214899515564,49.89209334637683,C,B
432930000,ATHENS HIGHWAY,Kawasaki Kisen Kaisha Ltd,75.89225479270844,56.32576716243693,176.503591,9.163238512035011,9.439733391684902,95.304349485587,30.116783640691,72.328619740135,18.644744367678,4.330985377774001,0,2,58994,70,Vehicles Carrier,75.89225479270844,56.32576716243693,C,A
367537960,POINT_LOBOS,NA,75.85105541483576,50.79658605366709,135.5325699,9.693175853018372,9.601738005249343,73.1817598454943,22.1916308099321,55.5091372139579,17.672622631536402,0,0,5,NA,6,NA,75.85105541483576,50.79658605366709,C,A
311408000,GALAXY LEADER,NYK Line,74.00609978052948,52.420521550337504,108.22975299,5.053521126760564,5.274688362676057,58.43941273522143,24.8838139173162,43.24873009998343,15.190682635238,0,0,1,48710,70,Vehicles Carrier,74.00609978052948,52.420521550337504,C,B
366988970,LARCONA,NA,74.21726425002956,80.63288097199772,57.18080208,5.940782122905028,5.825163502793296,30.875174348710562,7.9604646146707,22.91470973403986,7.9604646146707,0,0,4,NA,31,NA,74.21726425002956,80.63288097199772,C,B
368657000,PACIFIC PROVIDER,Offshore Outpost Boat LLC,74.83375791939541,33.66873059785384,44.8404969,9.9368,9.91196952,24.211940184633303,8.3064628507652,18.1187047053573,6.093235479276,0,0,4,664,60,Fishing Vessel,74.83375791939541,33.66873059785384,C,B
432664000,RHEA LEADER,NYK Line,75.98524743947044,78.7302636244445,39.568182,7.916149068322982,7.959512422360248,21.365116848174,5.130779945357,16.234336902817002,5.130779945357,0,0,2,63004,90,Vehicles Carrier,75.98524743947044,78.7302636244445,C,A
319310000,AQUAMARINE ACE,Mitsui OSK Lines Ltd,76.1291221678821,66.03301782400891,37.449712,8.64,8.662174071428572,20.221234142384002,5.528648880678,15.394248044109,0.477313348688,3.2653041043370004,1.08436864525,1,60143,70,Vehicles Carrier,76.1291221678821,66.03301782400891,C,A
235099968,NDS DARWIN,NA,78.08918681249015,75.3522508153967,12.4109223,8.174285714285714,8.498320571428572,6.7013643723411,1.468323428638,5.2330409437031005,1.468323428638,0,0,1,NA,36,NA,78.08918681249015,75.3522508153967,C,A
248896000,NOT NAMED,General National Maritime,77.29696612237298,72.92876946157845,6.4027566,6.373684210526315,7.667888473684211,3.4572132454662,0.78489229434,2.6723209511262,0,0.78489229434,0,1,81732,0,Crude Oil Tanker,77.29696612237298,72.92876946157845,C,A
367054010,WILD SWAN,NA,76.34230552059782,53.10120435689257,5.805422,9.48235294117647,9.827801176470588,3.134678246854,0.741592602553,2.3930856443010002,0.741592602553,0,0,1,NA,30,NA,76.34230552059782,53.10120435689257,C,A
367641850,NOT NAMED,NA,66.26075685596552,0.006830692356153768,44799.0604824,10.048976711362032,1147.8435251249118,24189.566300895258,8679.288689713498,16028.189711148781,5185.070588390925,771.431453047167,2204.874548308385,35,NA,0,NA,66.26075685596552,0,D,B
367831000,NOT NAMED,NA,65.47090491038716,1.0899234657067252,16989.1133943,6.023809523809524,408.7403808182428,9173.390701046046,3211.010849585062,6005.901902940153,1796.6672710492837,216.61603133200802,1154.2054957246,13,NA,0,NA,65.47090491038716,0,D,B
338031982,NOT NAMED,NA,62.49824137082328,0.09867500454230885,14249.834662,8.730079155672824,1328.5051799472296,7694.2979745895345,2885.4970546402,4808.8009199493345,636.0806311013,77.22502810990001,2172.1913954290003,23,NA,0,NA,62.49824137082328,0,D,B
367189890,NOT NAMED,Gulf Offshore Logistics LLC,62.1170236873949,3.719469648068283,10810.5637052,4.365432367675887,71.9400093297103,5837.239546568677,2260.7146193901026,3625.9194718320477,563.933022604159,378.40543471577,1268.9816174167001,44,1201,0,Platform Supply Ship,62.1170236873949,0,D,B
303935006,NOT NAMED,NA,68.50235084817098,0,4552.8674,8.184042553191489,1621.729010638298,2458.3526227018,774.3232840134,1684.0293386884,27.6002260292,26.354275251700003,720.3687827325,9,NA,0,NA,68.50235084817098,0,D,B
367044250,RANGER 85,NA,69.6586057205095,58.769118673329736,3168.782788436,6.242680944640979,6.458540304472703,1711.0064480955373,598.727660161411,1191.8632355313644,507.41880457078804,11.7244079933849,0,54,NA,60,NA,69.6586057205095,58.769118673329736,D,B
356581000,COSCO ASIA,COSCO Shipping Lines Co Ltd,60.71667781289136,41.24436636657737,2529.8583846,10.702028081123245,10.749489784711388,1366.0147437734622,613.7336245328673,829.3987708535266,342.6094344830069,31.940102338936,162.0664360979928,18,114394,71,Container Ship (Fully Cellular),60.71667781289136,41.24436636657737,D,B
211433000,COLOMBO EXPRESS,Hapag-Lloyd AG,63.102197578589205,46.88377262485987,2501.3177399,10.109641372141372,11.180174674116424,1350.6040228831844,583.178012492702,852.2608190241211,404.9851239264105,70.34342576698471,23.014654165668002,17,93750,71,Container Ship (Fully Cellular),63.102197578589205,46.88377262485987,D,B
356347000,AEGEAN LEADER,NYK Line,60.08680838784157,43.74145015632519,2286.6657121,11.096574417819777,11.151418265946676,1234.7011579083799,503.1249773058916,741.8925189148694,47.939607622797,114.6589503211559,330.2100810495575,19,48319,70,Vehicles Carrier,60.08680838784157,43.74145015632519,D,B
