mmsi,shiptype,operator,year,cooperation_score,coop_score,grade,total_distance_km_under_10,percent_under_10_knots,total_distance_km_btwn_10_12,percent_10_12_knots,total_distance_km_btwn_12_15,percent_12_15_knots,total_distance_km_over_15,percent_over_15_knots,total_distance_km,total_distance_km_weird,avg_speed_knots,max_speed_knots,min_speed_knots,max_implied_speed_knots,min_implied_speed_knots,max_final_calculated_speed_knots,min_final_calculated_speed_knots,max_final_lenient_speed_knots,min_final_lenient_speed_knots
210857000,Products Tanker,Straits Tankers Pte Ltd,2018,61.20%,61.2,D,112,61.20%,69.2,37.80%,1.8,1%,0.2,0.10%,183.1,0,9.8,11,6.8,15.109,0,15.109,0,10.9,0
636018083,Crude Oil Tanker,New Shipping Ltd-LIB,2018,61.10%,61.1,D,112.3,61.10%,67.9,36.90%,2.9,1.60%,0.7,0.40%,183.9,0,9.8,10.3,9,19.915,0,19.915,0,10.3,0
366855000,Chemical/Products Tanker,Crowley Petroleum Services Inc,2019,61%,61,D,1010.3,61%,273.9,16.50%,303.2,18.30%,67.3,4.10%,1657.3,0,8.4,15.6,0,35.643,0,35.643,0,15.6,0
372610000,Vehicles Carrier,Mitsui OSK Lines Ltd,2019,61%,61,D,526,61%,321.4,37.20%,15.4,1.80%,0.3,0%,863,0,8.2,13.8,0.4,21.501,0,21.501,0,13.542,0
538001657,Vehicles Carrier,Fairfield-Maxwell Services Ltd,2019,60.90%,60.9,D,704.9,60.90%,214.3,18.50%,57.4,5%,180.7,15.60%,1157.9,0,10,17.3,2.7,37.248,0,37.248,0,17.3,0
241079000,Crude Oil Tanker,Euronav Ship Management,2019,60.80%,60.8,D,395.4,60.80%,159.8,24.60%,46.9,7.20%,2.2,0.30%,650.6,0,1.2,14.3,0,22.086,0,22.086,0,14.3,0
229934000,Container Ship (Fully Cellular),CMA CGM SA The French Line,2019,60.80%,60.8,D,347.8,60.80%,217.1,37.90%,6.9,1.20%,0.2,0%,572.4,0,4.3,13.6,0,15.502,0,15.502,0,12.2,0
636015659,Container Ship (Fully Cellular),Pacific International Lines,2018,60.80%,60.8,D,381.9,60.80%,47.4,7.50%,7.8,1.20%,189.7,30.20%,628.6,0,11,18.3,7.6,22.486,0,22.486,0,18.3,0
477257100,Container Ship (Fully Cellular),COSCO Shipping Lines Co Ltd,2018,60.80%,60.8,D,309,60.80%,104.5,20.60%,39.3,7.70%,53.2,10.50%,508.1,0,10.5,14.5,8.6,48.813,0,48.813,0,14.5,0
372140000,Vehicles Carrier,NYK Line,2017,60.50%,60.5,D,153.7,60.50%,65.2,25.70%,18.1,7.10%,16.3,6.40%,254,0,9.1,11.1,7,29.663,0,29.663,0,11.1,0
477430300,Crude Oil Tanker,Associated Maritime Co HK Ltd,2019,60.50%,60.5,D,184.8,60.50%,83.2,27.30%,8.1,2.70%,0.5,0.20%,305.3,0,0.8,11.2,0,15.585,0,15.585,0,11.1,0
432817000,Vehicles Carrier,NYK Line,2019,60.40%,60.4,D,418.7,60.40%,273.6,39.40%,1.9,0.30%,0,0%,693.7,0,7.9,10.9,0,14.489,0,14.489,0,10.88,0
352981000,Wood Chips Carrier,Kawasaki Kisen Kaisha Ltd,2018,60.40%,60.4,D,45.5,60.40%,15.8,21%,10.3,13.70%,3.5,4.60%,75.3,0,9.7,9.8,9,47.79,0,47.79,0,9.8,0
374335000,Container Ship (Fully Cellular),MSC Mediterranean Shipping Co,2018,60.40%,60.4,D,715.9,60.40%,380.5,32.10%,82.9,7%,5,0.40%,1184.3,0,10,18,8,21.116,0,21.116,0,12.5,0
352631000,Container Ship (Fully Cellular),COSCO Shipping Lines Co Ltd,2018,60.30%,60.3,D,1271.4,60.30%,620.7,29.40%,107.5,5.10%,111.2,5.30%,2109.1,0,9.9,15.5,4,2320.221,0,47.405,0,15.496,0
431205000,Vehicles Carrier,Mitsui OSK Lines Ltd,2017,60.30%,60.3,D,89.7,60.30%,25.8,17.40%,23.9,16.10%,10.1,6.80%,148.7,0,9.4,10.5,7.3,96.506,0,25.387,0,9.9,0
372148000,Vehicles Carrier,Kawasaki Kisen Kaisha Ltd,2019,60.20%,60.2,D,714.2,60.20%,382.5,32.20%,27.5,2.30%,61.2,5.20%,1186.2,0,8.6,17.3,0,29.889,0,29.889,0,17.3,0
370508000,Vehicles Carrier,NYK Line,2019,60.20%,60.2,D,787,60.20%,194.4,14.90%,107.9,8.30%,218.7,16.70%,1306.3,0,9.3,19.4,0.2,89.573,0,27.469,0,19.233,0
374196000,Container Ship (Fully Cellular),MSC Mediterranean Shipping Co,2018,60.10%,60.1,D,642.6,60.10%,185.6,17.40%,109.7,10.30%,129.7,12.10%,1068.5,0,10.5,21.2,6.1,35.882,0,35.882,0,21.083,0
351780000,Vehicles Carrier,Mitsui OSK Lines Ltd,2019,60.10%,60.1,D,209.4,60.10%,87,24.90%,49.2,14.10%,0.9,0.30%,348.7,0,6.1,14.6,0,18.104,0,18.104,0,14.5,0
338417000,Research Survey Vessel,Alaska Uni Seward Marine,2018,6.90%,6.9,F,1.8,6.90%,7.6,29.20%,7.5,28.80%,9.3,35.80%,26,0,14.9,11.7,11,46.679,1.726,46.679,1.726,11.7,1.726
356092000,Products Tanker,Sidra Ship Management Inc,2019,6.90%,6.9,F,23.7,6.90%,172.4,50.10%,143.5,41.70%,3.2,0.90%,344.2,0,9.1,12.9,0,22.783,0,22.783,0.003,12.9,0.003
367134000,Chemical/Products Tanker,OSG Ship Management Inc,2019,6.90%,6.9,F,35.7,6.90%,131.1,25.50%,329.5,64%,17.2,3.30%,514.9,0,6.3,15,0,19.321,0,19.321,0,15,0
352822000,Container Ship (Fully Cellular),Ocean Network Express Pte Ltd,2019,6.90%,6.9,F,103.8,6.90%,440.1,29.50%,280.9,18.80%,669.5,44.80%,1494.3,0,13.5,21,5.1,36.863,0,36.863,0.047,20.982,0.047
367125000,Vehicles Carrier,American Roll-on Roll-off,2018,6.80%,6.8,F,5.3,6.80%,2.9,3.70%,31.8,40.90%,37.3,48%,77.7,0,14.6,13.7,12.9,44.912,0,44.912,0,13.7,0
338860000,General Cargo Ship,United States Govt MSC,2017,6.80%,6.8,F,12.1,6.80%,19,10.60%,70.7,39.60%,76.6,42.90%,178.7,0,15.5,14.7,13.1,55.874,0,55.874,0,14.7,0
356601000,General Cargo Ship (with Ro-Ro facility),Pacific Ship Management Co Ltd,2018,6.80%,6.8,F,5.2,6.80%,5,6.50%,49.4,64.70%,16.6,21.70%,76.4,0,11.7,12.5,12,28.867,0,28.867,0,12.5,0
257351000,Chemical/Products Tanker,WA Tankers AS,2019,6.80%,6.8,F,22.7,6.80%,123.7,36.90%,186.9,55.70%,1.3,0.40%,335.5,0,8,12.9,0.1,16.99,0,16.99,0.001,12.9,0.001
566187000,Container Ship (Fully Cellular),Maersk A/S,2018,6.80%,6.8,F,24.3,6.80%,246.9,69.10%,81.5,22.80%,3.8,1.10%,357.3,0,11.4,11.9,10.2,106.585,0,57.806,0,11.9,0
218826000,Container Ship (Fully Cellular),China Navigation Co Pte Ltd,2017,6.70%,6.7,F,23.7,6.70%,85.2,23.90%,57.3,16.10%,189.7,53.30%,355.9,0,14.5,18.9,10.2,91.595,0,52.526,0,18.3,0
538006302,Chemical/Products Tanker,MOL Chemical Tankers Pte Ltd,2017,6.70%,6.7,F,50.7,6.70%,44.2,5.90%,364.9,48.40%,293.4,38.90%,753.4,0,14.1,15.4,12.2,72.614,0,47.185,0,15.4,0
367017440,Crew/Supply Vessel,Foss Maritime Co,2019,6.70%,6.7,F,322.7,6.70%,259.1,5.40%,265.4,5.50%,3976.8,82.30%,4830.6,0,13.6,18.6,0,395.103,0,40.022,0,18.3,0
636019088,Container Ship (Fully Cellular),SM Line Corp,2019,6.70%,6.7,F,175.7,6.70%,849.4,32.50%,1391.3,53.20%,198.7,7.60%,2614.1,0,12.2,15.7,4.6,60.808,0,25.977,0,15.7,0
369527000,Vehicles Carrier,Seabulk Fleet Management LLC,2017,6.70%,6.7,F,65.5,6.70%,105,10.70%,97.5,10%,709.7,72.60%,977.8,0,16.3,18.6,8.1,181.487,0,58.345,0,18.4,0
538006157,Bulk Carrier,Mid-Atlantic Bulk Carriers Ltd,2017,6.70%,6.7,F,11.7,6.70%,100.6,57.70%,50.2,28.80%,11.6,6.70%,174.3,0,11.4,12.1,11.4,22.361,0,22.361,0,12.1,0
316195000,Frigate,Canada Govt National Defence,2017,6.70%,6.7,F,12,6.70%,13,7.30%,73.1,41.10%,79.7,44.80%,177.8,0,14.4,14.2,12.3,48.563,0,48.563,0,14.2,0
238301000,Chemical/Products Tanker,Champion Tankers AS,2019,6.70%,6.7,F,22.4,6.70%,211.4,63.10%,99.3,29.70%,1.5,0.40%,334.8,0,11.2,12.9,1.8,17.6,0,17.6,0,12.9,0
371929000,Container Ship (Fully Cellular),Hyundai Merchant Marine Co Ltd,2019,6.70%,6.7,F,115.6,6.70%,539,31.10%,716.8,41.30%,340.2,19.60%,1733.6,0,5.3,17,0,36.837,0,36.837,0,17,0
477050200,Bulk Carrier,Pacific Basin Shipping HK Ltd,2018,6.60%,6.6,F,5,6.60%,6.2,8.10%,38,49.90%,26.7,35.10%,76.1,0,14.5,14.8,13.5,60.138,1.469,40.235,1.469,14.8,1.469
338221000,Chemical/Products Tanker,OSG Ship Management Inc,2019,6.60%,6.6,F,133,6.60%,547.8,27%,852.5,42.10%,488.4,24.10%,2025.4,0,9.5,16.5,0,316.122,0,35.831,0,16.5,0
248988000,Bulk Carrier,Oldendorff Carriers GmbH & Co,2019,6.60%,6.6,F,36.9,6.60%,466.7,83.40%,47.8,8.50%,0.9,0.20%,559.7,0,5.3,12.1,0,52.784,0,52.784,0,12.1,0
220594000,Container Ship (Fully Cellular),Maersk A/S,2017,6.60%,6.6,F,85.9,6.60%,132.2,10.10%,200.2,15.30%,894.5,68.20%,1310.9,0,15.9,21.8,9.9,159.852,0,56.358,0,21.775,0
477669500,Bulk Carrier,Pacific Basin Shipping HK Ltd,2018,6.60%,6.6,F,4.9,6.60%,41.5,56.30%,16.3,22.10%,11,14.90%,73.7,0,12.8,14.5,10.7,47.301,1.482,47.301,1.482,14.5,1.482
353006000,Bulk Carrier,Shih Wei Navigation Co Ltd,2019,6.60%,6.6,F,35.5,6.60%,139.8,25.90%,359.2,66.60%,3,0.60%,539.7,0,7.4,13.5,0,23.295,0,23.295,0,13.5,0
538080068,Yacht,Temple Marine Ltd,2018,6.50%,6.5,F,10,6.50%,141,91.50%,1.6,1%,1.4,0.90%,154.1,0,11,11.7,0.3,36.7,5.103,36.7,5.103,11.7,0.3
241529000,Crude/Oil Products Tanker,Goulandris Maritime Inc,2018,6.50%,6.5,F,4.8,6.50%,4.3,5.80%,48.3,65.10%,17.1,23%,74.2,0,12.9,13.5,12.1,36.147,0,36.147,0,13.5,0
353295000,"Work/Maintenance Pontoon, non propelled",Shanghai Salvage Co,2017,6.50%,6.5,F,99.1,6.50%,196.3,12.80%,438.4,28.60%,801.9,52.20%,1535,0,14.6,19.2,11.1,146.844,0,55.143,0,19.1,0
356688000,Vehicles Carrier,NYK Line,2017,6.50%,6.5,F,23.5,6.50%,110.9,30.80%,38.7,10.80%,187.6,52.10%,359.8,0,13.8,17.7,7.7,151.492,0,57.124,0,17.4,0
636018807,Container Ship (Fully Cellular),CMA CGM SA The French Line,2019,6.50%,6.5,F,43.9,6.50%,388.2,57.30%,212.5,31.40%,9.8,1.40%,677.4,0,2.2,14.9,0.1,38.382,0,38.382,0,14.886,0
477058200,Open Hatch Cargo Ship,Saga Welco AS,2017,6.50%,6.5,F,11.1,6.50%,127.8,74.80%,26.3,15.40%,5.8,3.40%,170.8,0,11.6,12.2,10.8,24.691,0,24.691,0,12.2,0
369140000,Research Survey Vessel,Scripps Institution SIO,2018,6.50%,6.5,F,1.2,6.50%,16.1,86.60%,1.3,7%,0,0%,18.6,0,10.7,11.2,10.2,12.055,9.263,12.055,9.263,11.1,9.263
240127000,Crude Oil Tanker,Pantheon Tankers Management,2017,6.50%,6.5,F,11.7,6.50%,11,6.10%,65.3,36.40%,92.3,51.50%,179.3,0,15.4,15,13.1,48.454,0,48.454,0,15,0
357347000,Vehicles Carrier,Hyundai Glovis Co Ltd,2018,6.50%,6.5,F,12.4,6.50%,17.8,9.30%,61.5,32.10%,100.5,52.40%,191.8,0,14.3,16.4,4.8,31.77,4.974,31.77,4.974,16.4,4.8
235102466,Bulk Carrier,Marine Capital Ltd,2018,6.40%,6.4,F,9.6,6.40%,54,36.10%,65.5,43.80%,20.3,13.60%,149.7,0,11.6,13.7,10.1,30.471,0,30.471,0,13.7,0
636015559,Bulk Carrier,Ultrabulk A/S,2018,6.40%,6.4,F,4.7,6.40%,11.5,15.60%,49.7,67.40%,8.4,11.40%,73.7,0,12.8,12.9,11.4,44.766,1.899,44.766,1.899,12.9,1.899
636018067,Bulk Carrier,Hsin Chien Marine Co Ltd-CHT,2018,6.40%,6.4,F,11.8,6.40%,93.2,50.80%,71.4,39%,7.7,4.20%,183.3,0,12.1,12.3,11.3,26.508,0,26.508,0,12.3,0
477686700,Open Hatch Cargo Ship,Saga Welco AS,2018,6.40%,6.4,F,14.5,6.40%,46.1,20.50%,126,56%,39.1,17.40%,225,0,11.8,13.6,11.2,35.246,0,35.246,0,13.6,0
258724000,Chemical/Products Tanker,Champion Tankers AS,2018,6.30%,6.3,F,10.5,6.30%,154.5,92.10%,3.2,1.90%,0,0%,167.8,0,10.4,11.9,3.2,14.397,0,14.397,0,11.9,0
311057300,"Bulk Carrier, Self-discharging",CSL Group Inc,2018,6.30%,6.3,F,4.7,6.30%,42.2,56.30%,21,28%,7.2,9.60%,74.9,0,11.7,12.1,11.7,26.649,0,26.649,0,12.1,0
369207000,Container Ship (Fully Cellular),Matson Navigation Co Inc,2019,6.30%,6.3,F,309.8,6.30%,1716.5,34.80%,531.1,10.80%,2376.3,48.20%,4931.7,0,14,59.5,1.4,70.686,0,59.07,0,27.919,0
229934000,Container Ship (Fully Cellular),CMA CGM SA The French Line,2018,6.30%,6.3,F,44.7,6.30%,150.3,21.10%,173.5,24.30%,345.1,48.40%,713.6,0,14.1,18.3,7.9,35.238,0,35.238,0,18.3,0
212347000,Container Ship (Fully Cellular),Hyundai Merchant Marine Co Ltd,2018,6.30%,6.3,F,126.7,6.30%,159.3,8%,240.4,12%,1472.8,73.70%,1998.4,0,16.7,21.3,9.1,50.024,0,50.024,0,21.3,0
311008600,Vehicles Carrier,Mitsui OSK Lines Ltd,2019,6.30%,6.3,F,38.8,6.30%,201.2,32.90%,79.9,13.10%,291.8,47.70%,612.2,0,13.2,18.8,5.3,28.24,0,28.24,0,18.775,0
357705000,General Cargo Ship,Tianjin New Legend Shipping Co,2018,6.20%,6.2,F,4.6,6.20%,8.7,11.70%,46.9,63.30%,13.5,18.20%,74.1,0,12.9,13.4,12.1,28.751,0,28.751,0,13.4,0
370738000,Chemical/Products Tanker,MOL Chemical Tankers Pte Ltd,2017,6.20%,6.2,F,10.8,6.20%,21.2,12.20%,94.4,54.40%,47.2,27.20%,173.5,0,14.7,14.4,11.9,51.379,0,51.379,0,14.4,0
538001664,Passenger/Cruise,Oceania Cruises Inc,2018,6.20%,6.2,F,11.4,6.20%,75.5,41.20%,93.8,51.20%,2.5,1.40%,183.1,0,11.4,13,8.9,17.246,0,17.246,0,13,0
566997000,Vehicles Carrier,Mitsui OSK Lines Ltd,2017,6.20%,6.2,F,11,6.20%,13.7,7.70%,48.9,27.60%,102.8,58.10%,176.9,0,14.6,15.7,7.7,46.876,0,46.876,0.074,15.7,0.074
212656000,Chemical/Products Tanker,Marflet Marine SA,2019,6.20%,6.2,F,77.2,6.20%,390.7,31.60%,746.3,60.30%,19.8,1.60%,1236.9,0,8.6,15.2,0,70.049,0,36.383,0,15.2,0
249783000,Container Ship (Fully Cellular),Evergreen Marine Corp,2019,6.10%,6.1,F,33.5,6.10%,325.9,59.40%,148.7,27.10%,41.5,7.60%,548.5,0,11.8,15.6,7,26.21,0,26.21,0,15.6,0
368127000,Crude Oil Tanker,Crowley Alaska Tankers LLC,2019,6.10%,6.1,F,103,6.10%,693.3,41.30%,747.3,44.60%,124.3,7.40%,1676.7,0,7.1,63,0,37.41,0,37.41,0,16.1,0
538004641,Bulk Carrier,Chowgule Steamships Ltd,2018,6.10%,6.1,F,22.3,6.10%,264.2,72.60%,77.2,21.20%,1.1,0.30%,364.1,0,11.4,12.5,8.9,16.525,0,16.525,0,12.5,0
258444000,Chemical/Products Tanker,Champion Tankers AS,2018,6.10%,6.1,F,4.6,6.10%,14.2,18.90%,42.3,56.30%,13.7,18.20%,75.1,0,12.6,12.5,11.7,67.342,0,43.992,0,12.416,0
636017994,Container Ship (Fully Cellular),CMA CGM SA The French Line,2019,6.10%,6.1,F,42.1,6.10%,267.9,38.60%,272.9,39.40%,110.1,15.90%,693.5,0,9,16.5,0,25.275,0,25.275,0,16.5,0
636017480,Crude/Oil Products Tanker,Tsakos Shipping & Trading SA,2018,6.10%,6.1,F,11.2,6.10%,147.7,80.60%,24,13.10%,0,0%,183.3,0,11,12.7,8.4,13.092,6.175,13.092,6.175,12.654,6.175
356872000,Container Ship (Fully Cellular),Ocean Network Express Pte Ltd,2017,6%,6,F,94.5,6%,94.3,5.90%,731.7,46.10%,667.1,42.10%,1585.7,0,14.2,20.3,11.7,104.03,0,56.93,0,20.3,0
311066300,Crude Oil Tanker,Stena Sonangol Suezmax Pool,2018,6%,6,F,8.9,6%,19.6,13.20%,89.8,60.30%,30.7,20.60%,149,0,11.8,13.8,11.4,20.516,0,20.516,0,13.8,0
372038000,Container Ship (Fully Cellular),Ocean Network Express Pte Ltd,2019,6%,6,F,67.7,6%,406.4,36%,472.7,41.80%,183.9,16.30%,1130.1,0,12.2,18.5,2.8,29.495,0,29.495,0,18.5,0
311918000,Vehicles Carrier,Kawasaki Kisen Kaisha Ltd,2017,6%,6,F,21.2,6%,28.9,8.10%,149.4,42.10%,154.9,43.60%,355.1,0,13.9,15.7,11.9,37.191,0,37.191,0,15.7,0
367438000,Container Ship (Fully Cellular),Matson Navigation Co Inc,2019,6%,6,F,32.5,6%,101.4,18.60%,43.4,8%,366.8,67.40%,544.2,0,14.6,23.4,5.3,31.63,0,31.63,0,23.284,0
538005175,Chemical/Products Tanker,Scorpio MR Pool Ltd,2018,6%,6,F,22,6%,233,63.40%,111.4,30.30%,1.3,0.40%,367.7,0,11.3,13.5,10,29.693,0,29.693,0,13.5,0
311066100,Crude Oil Tanker,Viken Shipping AS,2019,59.80%,59.8,F,158.4,59.80%,82.2,31%,14.8,5.60%,0.1,0%,264.8,0,2.1,12.3,0,23.179,0,23.179,0,12.2,0
636015032,Vehicles Carrier,Nissan Motor Car Carrier,2019,59.80%,59.8,F,1226.2,59.80%,662.1,32.30%,153.5,7.50%,3.4,0.20%,2049.3,0,6.9,13.8,0,37.78,0,37.78,0,13.8,0
367302540,Tug,Westar Marine Services,2019,59.70%,59.7,F,340.9,59.70%,228.9,40.10%,1.6,0.30%,0,0%,570.6,0,7.3,11.2,4.1,14.237,0,14.237,0,11.1,0
636017103,Container Ship (Fully Cellular),Maersk A/S,2017,59.70%,59.7,F,210.8,59.70%,66.6,18.90%,48.4,13.70%,26.7,7.60%,352.9,0,9.4,9.7,7.9,65.254,0,49.038,0,9.7,0
352981000,Wood Chips Carrier,Kawasaki Kisen Kaisha Ltd,2019,59.60%,59.6,F,203.5,59.60%,133.3,39.10%,3.6,1.10%,0.2,0.10%,341.3,0,6.4,11.8,0,16.495,0,16.495,0.004,11.8,0.004
538006409,Bulk Carrier,Starbulk SA,2018,59.50%,59.5,F,108.9,59.50%,72.6,39.70%,1.4,0.80%,0.1,0.10%,182.9,0,9.9,10.4,9.1,19.501,0,19.501,0.722,10.4,0.722
256871000,Container Ship (Fully Cellular),MSC Mediterranean Shipping Co,2017,59.40%,59.4,F,415.3,59.40%,124.4,17.80%,109.7,15.70%,47.3,6.80%,699.5,0,9.6,10.5,4.9,70.001,0,50.48,0,10,0
477257100,Container Ship (Fully Cellular),COSCO Shipping Lines Co Ltd,2019,59.40%,59.4,F,1022.8,59.40%,437.7,25.40%,66.1,3.80%,198.1,11.50%,1722.7,0,10.4,19.8,3.9,49.062,0,49.062,0,19.8,0
356110000,Bulk Carrier,Hsin Chien Marine Co Ltd-CHT,2018,59.20%,59.2,F,44.2,59.20%,21.2,28.40%,6.8,9.10%,2.2,2.90%,74.6,0,9.4,12.3,5.2,23.249,0,23.249,0,12.3,0
477189300,Container Ship (Fully Cellular),COSCO Shipping Lines Co Ltd,2018,59.10%,59.1,F,1077,59.10%,533,29.30%,140,7.70%,72.7,4%,1821.7,0,10.4,14.8,5,104.354,0,59.858,0,14.8,0
563417000,Container Ship (Fully Cellular),Maersk A/S,2018,58.90%,58.9,F,38,58.90%,25.8,40%,0.6,0.90%,0,0%,64.5,0,9.8,11.1,6.1,13.376,6.219,13.376,6.219,11.062,6.1
266339000,Vehicles Carrier,Wallenius Wilhelmsen Logistics,2019,58.90%,58.9,F,394,58.90%,79,11.80%,107.4,16.10%,86,12.90%,668.6,0,9.9,16.5,2,26.279,0,26.279,0,16.5,0
636012630,Crude Oil Tanker,Dynacom Tankers Management Ltd,2019,58.70%,58.7,F,118.2,58.70%,68.4,34%,2.9,1.40%,0.4,0.20%,201.3,0,1.4,11.5,0,38.09,0,38.09,0,11.5,0
431296000,Container Ship (Fully Cellular),Ocean Network Express Pte Ltd,2018,58.70%,58.7,F,88,58.70%,42.2,28.20%,15.9,10.60%,3.7,2.50%,149.8,0,9,10,8.7,53.971,0,53.971,0,10,0
354971000,Vehicles Carrier,Kawasaki Kisen Kaisha Ltd,2018,58.70%,58.7,F,95.2,58.70%,66.1,40.80%,0.8,0.50%,0.8,0.50%,162.2,0,9.9,11.6,7.3,23.821,7.028,23.821,7.028,11.6,7.028
235554000,Container Ship (Fully Cellular),Evergreen Marine Corp,2018,58.60%,58.6,F,566.8,58.60%,38.3,4%,87.1,9%,273.9,28.30%,966.9,0,10.7,22,1.7,227.351,0,52.684,0,22,0
369042000,Chemical/Products Tanker,Crowley Petroleum Services Inc,2019,58.30%,58.3,F,2002.7,58.30%,1195.9,34.80%,204.5,6%,29,0.80%,3436.6,0,7.9,15,0,76.677,0,43.814,0,15.433,0
373457000,Container Ship (Fully Cellular),Ocean Network Express Pte Ltd,2017,58.30%,58.3,F,205.2,58.30%,91.8,26.10%,32.7,9.30%,22.5,6.40%,352,0,9.6,11.6,8.2,24.556,0,24.556,0,11.6,0
219056000,Container Ship (Fully Cellular),Maersk A/S,2019,58.30%,58.3,F,716.2,58.30%,370.6,30.20%,116.5,9.50%,4.4,0.40%,1227.6,0,3.4,102.3,0,21.902,0,21.902,0,12.4,0
235102679,Container Ship (Fully Cellular),Evergreen Marine Corp,2019,58.10%,58.1,F,1267.3,58.10%,356.4,16.30%,151.8,7%,406.9,18.60%,2182.7,0,10.8,24.2,5.3,157.988,0,52.879,0,24.2,0
636015560,Crude Oil Tanker,Tsakos Shipping & Trading SA,2019,58.10%,58.1,F,169,58.10%,98.2,33.70%,7.1,2.40%,0,0%,291,0,1.4,12.4,0,14.306,0,14.306,0,12.367,0
416498000,Container Ship (Fully Cellular),Evergreen Marine Corp,2019,58%,58,F,1285,58%,468,21.10%,211.2,9.50%,251.1,11.30%,2216.5,0,10.4,20.6,5.2,41.279,0,41.279,0,20.6,0
309905000,Vehicles Carrier,NYK Line,2018,57.90%,57.9,F,208.8,57.90%,85.9,23.80%,50,13.90%,14.5,4%,360.8,0,9.7,12.9,6.8,42.916,0,42.916,0,12.803,0
356407000,Container Ship (Fully Cellular),Evergreen Marine Corp,2019,57.90%,57.9,F,301.3,57.90%,70,13.40%,25.3,4.90%,123.9,23.80%,520.5,0,10.9,20.1,5.5,21.359,0,21.359,0,20,0
265884000,Vehicles Carrier,Wallenius Wilhelmsen Logistics,2019,57.70%,57.7,F,173.2,57.70%,34.6,11.50%,90,30%,1.9,0.60%,300,0,10.4,13.3,3,16.18,0,16.18,0.145,13.3,0.145
477214800,Bulk Carrier,Pacific Basin Shipping HK Ltd,2018,57.70%,57.7,F,106.7,57.70%,79.1,42.80%,0.2,0.10%,0.1,0.10%,185,0,9.7,11.1,7.4,16.552,0,16.552,0,11,0
374196000,Container Ship (Fully Cellular),MSC Mediterranean Shipping Co,2017,57.70%,57.7,F,482.7,57.70%,112.8,13.50%,75.7,9%,164.2,19.60%,836.5,0,9.8,18.9,6,64.854,0,50.86,0,18.8,0
220589000,Anchor Handling Tug Supply,Maersk Supply Service AS,2019,57.70%,57.7,F,186.7,57.70%,134.7,41.60%,2.4,0.70%,0.3,0.10%,323.7,0,9.6,10.7,6.5,18.912,0,18.912,0,10.689,0
338093777,Fire Fighting Vessel,Los Angeles Port,2019,57.60%,57.6,F,167,57.60%,109.3,37.70%,10.7,3.70%,2.6,0.90%,290.1,0,8.5,12.4,0,24.612,0,24.612,0.126,12.4,0.1
477143900,Bulk Carrier,Pacific Basin Shipping HK Ltd,2017,57.60%,57.6,F,100.9,57.60%,40.2,23%,27.6,15.80%,6.3,3.60%,175.1,0,10,10.6,9.2,26.445,1.309,26.445,1.309,10.6,1.309
431747000,Vehicles Carrier,NYK Line,2019,57.60%,57.6,F,209,57.60%,148,40.80%,4.2,1.20%,0,0%,363,0,6.4,11.4,0,14.679,0,14.679,0,11.4,0
477698600,Container Ship (Fully Cellular),COSCO Shipping Lines Co Ltd,2019,57.50%,57.5,F,653.5,57.50%,380.6,33.50%,97.6,8.60%,5.5,0.50%,1136.7,0,10,14.3,5.5,31.719,0,31.719,0,14.2,0
367007870,Tug,Sause Bros Inc,2018,57.40%,57.4,F,44.3,57.40%,9.9,12.80%,8.4,10.90%,14.4,18.70%,77.2,0,10.9,10.4,8.6,51.018,0,51.018,0,10.2,0
636013644,Container Ship (Fully Cellular),ANL Container Line Pty Ltd,2019,57.20%,57.2,F,648.3,57.20%,215.7,19%,202.4,17.90%,30.9,2.70%,1133.8,0,2.3,15,0,24.897,0,24.897,0,15,0
477300100,Bulk Carrier,Pacific Basin Shipping Ltd,2019,57.20%,57.2,F,208.7,57.20%,144.4,39.60%,6.3,1.70%,1.6,0.40%,365,0,4.3,11.8,0,25.853,0,25.853,0,11.754,0
566879000,Container Ship (Fully Cellular),APL LLC,2017,57.20%,57.2,F,540,57.20%,205.4,21.80%,127.7,13.50%,71,7.50%,944.3,0,10.1,14,8.7,559.729,0,58.578,0,12.834,0
352619000,Container Ship (Fully Cellular),MSC Mediterranean Shipping Co,2019,57.20%,57.2,F,789.4,57.20%,311.4,22.60%,121.5,8.80%,159.5,11.60%,1379.7,0,9.9,19,0,45.548,0,45.548,0,19,0
311696000,Vehicles Carrier,Kawasaki Kisen Kaisha Ltd,2019,57.10%,57.1,F,241.5,57.10%,87.1,20.60%,10,2.40%,83.1,19.70%,422.8,0,9.4,18.5,0.9,18.438,0,18.438,0,18.438,0
371318000,Vehicles Carrier,Kawasaki Kisen Kaisha Ltd,2019,57.10%,57.1,F,198.8,57.10%,105.5,30.30%,43.4,12.50%,1,0.30%,347.9,0,9.4,12.5,3,16.908,0,16.908,0,12.5,0
538004682,Chemical/Products Tanker,MOL Chemical Tankers Pte Ltd,2018,57.10%,57.1,F,43.2,57.10%,14,18.50%,11.8,15.60%,6.6,8.70%,75.7,0,9.6,12.1,8.1,29.357,0,29.357,0,12.1,0
255805891,Container Ship (Fully Cellular),MSC Mediterranean Shipping Co,2018,57%,57,F,208.4,57%,62.6,17.10%,7.8,2.10%,86.2,23.60%,365.9,0,11.2,18.9,8,80.989,2.881,26.282,2.881,18.802,2.881
